id	name	description
phs001837	NAFLD Microbiome	Nonalcoholic fatty liver disease (NAFLD) is the most common cause of chronic liver disease in children in the United States. NAFLD is associated with obesity and metabolic syndrome; however, there  is limited understanding of the development and progression of NAFLD. There is evidence of abnormalities of bacterial colonization, and intestinal
phs001839	Deep Sequencing of 3 Cancer Cell Lines on 2 Sequencing Platforms	To test the performance of a new sequencing platform, develop an updated somatic calling pipeline and establish a reference for future benchmarking experiments, we performed whole-genome sequencing of 3 common  cancer cell lines (COLO-829, HCC-1143 and HCC-1187) along with their matched normal cell lines to great sequencing depths (up to 278X coverage) on
phs001840	Single-Cell Analysis of Human Pancreatic Ductal Adenocarcinoma	Cancer-associated fibroblasts (CAFs) are major players in the progression and drug resistance of pancreatic ductal adenocarcinoma (PDAC). CAFs constitute a diverse cell population consisting of several recently described subtypes, although  the extent of CAF heterogeneity has remained undefined. Here we employ single-cell RNA-sequencing to thoroughly characterize the neoplastic and tumor
phs001841	Antisocial Drug Dependence	CADD (Center for Antisocial Drug Dependence): Funded through NIDA 011015 to study genetic influences on, and treatment of, antisocial drug dependence, studying both clinical probands and their families, and community  samples of matched controls, twins, and participants in an ongoing longitudinal adoption study. A collaboration between three organizations at two
phs001842	RNAseq of Sj&#x000f6;gren's Syndrome and Healthy Volunteers' Salivary Glands	Mechanistic genetic and inflammatory endpoints were studied to gain insight into the molecular mechanisms of Sj&#x000f6;gren's syndrome. Transcriptomic studies allowed the exploration of molecular alterations that might cause or influence  the studied salivary gland pathology and potentially elucidate druggable pathways for intervention. 1.1 Inclusion Criteria Persons older than 4 years
phs001844	Genome-Wide Association of Type 2 Diabetes in Africans: The AADM Study	The Africa America Diabetes Mellitus (AADM) study is a genetic epidemiological study of type 2 diabetes in Sub-Saharan Africa. Study participants were enrolled through university medical centers in Nigeria, Ghana,  and Kenya. Ethical approval for the study was obtained from the Institutional Review Board (IRB) of each participating institution. All subjects
phs001845	Transcriptomic Analysis of Human Hematopoietic Progenitors from Healthy    Donors and Bone Marrow Failure Patients	The purpose of this study was to define transcriptional changes that occur in the rare and heterogeneous bone marrow progenitors that are affected in Shwachman-Diamond Syndrome. Data are reported for  four genetically confirmed SDS patients ranging from 11-26 years old, 3 male and 1 female, and four healthy donors ranging from 25-29 years old, 2
phs001846	Kids First: The Intersection of Childhood Cancer and Birth Defects	The Gabriella Miller Kids First Pediatric Research Program (Kids First) is a trans-NIH effort initiated in response to the 2014 Gabriella Miller Kids First Research Act and supported by the  NIH Common Fund. This program focuses on gene discovery in pediatric cancers and structural birth defects and the development of the Gabriella Miller
phs001847	Understanding RNA Biology and Therapeutics in Hematopoiesis and Leukemia	Acute myeloid leukemia (AML) is the most common form of acute leukemia in adults and is expected to increase in frequency as the population ages. Most subtypes of AML are  difficult to treat, in part due to a lack of understanding of possible molecular targets. Furthermore, the peak incidence of AML is in the sixth
phs001848	Human PI3K&#x003b3; Deficiency with Immunodeficiency and Tissue Immunopathology	Whole exome sequencing of a trio (parents and offspring) reveals PIK3CG mutations that result in loss of protein in the child with immunodeficiency and immunopathology. Inclusion criteria: Patients known to  have or suspected of having an inherited disease of the immune system are eligible for enrollment. Because of the intensive time and labor required
phs001850	Systemic Lupus Erythematosus Subtypes in a Multi-Ethnic Cohort	Systemic lupus erythematosus (SLE) is a complex autoimmune disease that affects multiple organ systems and varies in severity across different populations. To examine the clinical heterogeneity of SLE, we sought  to identify different lupus subtypes within our multi-ethnic cohort using a clustering approach. Additionally, with genome-wide methylation and
phs001851	The MALT1 Locus and Peanut Avoidance in the Risk for Peanut Allergy	The LEAP study was a randomized controlled clinical trial in children at increased risk for peanut allergy, in which intervention using dietary introduction of peanut protein beginning in the first  4 to 11 months of life, continued until age 5 years, significantly decreased the frequency of peanut allergy later in childhood and modulated the
phs001852	Analysis of the Genetic Basis of Height in Large Jewish Nuclear Families	This is a family based study of the genetic basis of height, which focused on very large nuclear families (10 siblings or more, average of 12), all from a founder  (Jewish) population. All participants have completed their growth. This study design increases the frequency of some genetic variants that are rare
phs001853	MGH Gastrointestinal Malignancies Resistance Initiative	Tumor heterogeneity can drive the evolution of multiple tumor subclones harboring unique molecular resistance alterations in different metastatic lesions in an individual patient, under the selective pressure of therapy1-3. Studies  have suggested that liquid biopsy may better capture the heterogeneity of acquired resistance, but systematic, direct comparisons of post-progression
phs001854	Human Pilocytic Astrocytoma Single Cell RNA Sequencing	Pilocytic astrocytoma (PA), the most common childhood brain tumor, is a low-grade glioma with a single driver BRAF rearrangement. Here, we perform scRNAseq in six PAs using methods that enabled  detection of the rearrangement. When compared to higher-grade gliomas, a strikingly higher proportion of the PA cancer cells exhibit a differentiated
phs001855	Effects of Exercise on Cardiovascular Health (STRRIDE)	The STRRIDE study is the combination of three interventional trials to evaluate dose and intensity of physical activity on cardiometabolic health. The three component studies are Peripheral Effects of Exercise  on Cardiovascular Health (STRRIDE I, ClinicalTrials.gov Identifier: NCT00200993), Effects of Resistence and Aerobic Exercise on Cardiovascular Health
phs001856	CORECT: Affymetrix Axiom GWAS Data	This study is part 1 of 2 for Schumacher et al, Nat Commun. 2015 Jul 7;6:7138. Part 1 is the original GWAS data for 9,259 participants on the Affymetrix Axiom  platform of the studies listed below in the Inclusion Criteria. Inclusion Criteria The CORECT consortium coordinated the analysis of six
